VALUE,FCCS,FCCSID,FCCS_REG,FUELBED,R,G,B,RED,GREEN,BLUE
4230313,4230313,0423-313,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230321,4230321,0423-321,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230322,4230322,0423-322,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230323,4230323,0423-323,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230331,4230331,0423-331,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230332,4230332,0423-332,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230333,4230333,0423-333,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230411,4230411,0423-411,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230412,4230412,0423-412,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230413,4230413,0423-413,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230421,4230421,0423-421,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230422,4230422,0423-422,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230423,4230423,0423-423,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230431,4230431,0423-431,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230432,4230432,0423-432,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4230433,4230433,0423-433,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
4240111,4240111,0424-111,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240112,4240112,0424-112,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240113,4240113,0424-113,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240121,4240121,0424-121,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240122,4240122,0424-122,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240123,4240123,0424-123,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240131,4240131,0424-131,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240132,4240132,0424-132,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240133,4240133,0424-133,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240211,4240211,0424-211,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240212,4240212,0424-212,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240213,4240213,0424-213,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240221,4240221,0424-221,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240222,4240222,0424-222,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240223,4240223,0424-223,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240231,4240231,0424-231,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240232,4240232,0424-232,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240233,4240233,0424-233,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240311,4240311,0424-311,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240312,4240312,0424-312,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240313,4240313,0424-313,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240321,4240321,0424-321,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240322,4240322,0424-322,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240323,4240323,0424-323,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240331,4240331,0424-331,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240332,4240332,0424-332,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240333,4240333,0424-333,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240411,4240411,0424-411,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240412,4240412,0424-412,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240413,4240413,0424-413,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240421,4240421,0424-421,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240422,4240422,0424-422,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240423,4240423,0424-423,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240431,4240431,0424-431,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240432,4240432,0424-432,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240433,4240433,0424-433,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240511,4240511,0424-511,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240512,4240512,0424-512,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240513,4240513,0424-513,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240521,4240521,0424-521,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240522,4240522,0424-522,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240523,4240523,0424-523,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240531,4240531,0424-531,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240532,4240532,0424-532,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4240533,4240533,0424-533,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
4250111,4250111,0425-111,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250112,4250112,0425-112,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250113,4250113,0425-113,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250121,4250121,0425-121,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250122,4250122,0425-122,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250123,4250123,0425-123,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250131,4250131,0425-131,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250132,4250132,0425-132,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250133,4250133,0425-133,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250211,4250211,0425-211,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250212,4250212,0425-212,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250213,4250213,0425-213,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250221,4250221,0425-221,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250222,4250222,0425-222,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250223,4250223,0425-223,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250231,4250231,0425-231,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250232,4250232,0425-232,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250233,4250233,0425-233,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250311,4250311,0425-311,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250312,4250312,0425-312,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250313,4250313,0425-313,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250321,4250321,0425-321,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250322,4250322,0425-322,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250323,4250323,0425-323,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250331,4250331,0425-331,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250332,4250332,0425-332,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250333,4250333,0425-333,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250411,4250411,0425-411,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250412,4250412,0425-412,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250413,4250413,0425-413,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250421,4250421,0425-421,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250422,4250422,0425-422,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250423,4250423,0425-423,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250431,4250431,0425-431,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250432,4250432,0425-432,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250433,4250433,0425-433,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250511,4250511,0425-511,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250512,4250512,0425-512,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250513,4250513,0425-513,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250521,4250521,0425-521,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250522,4250522,0425-522,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250523,4250523,0425-523,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250531,4250531,0425-531,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250532,4250532,0425-532,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4250533,4250533,0425-533,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
4260111,4260111,0426-111,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260112,4260112,0426-112,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260113,4260113,0426-113,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260121,4260121,0426-121,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260122,4260122,0426-122,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260123,4260123,0426-123,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260131,4260131,0426-131,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260132,4260132,0426-132,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260133,4260133,0426-133,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260211,4260211,0426-211,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260212,4260212,0426-212,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260213,4260213,0426-213,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260221,4260221,0426-221,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260222,4260222,0426-222,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260223,4260223,0426-223,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260231,4260231,0426-231,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260232,4260232,0426-232,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260233,4260233,0426-233,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260311,4260311,0426-311,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260312,4260312,0426-312,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260313,4260313,0426-313,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260321,4260321,0426-321,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260322,4260322,0426-322,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260323,4260323,0426-323,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260331,4260331,0426-331,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260332,4260332,0426-332,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260333,4260333,0426-333,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260411,4260411,0426-411,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260412,4260412,0426-412,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260413,4260413,0426-413,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260421,4260421,0426-421,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260422,4260422,0426-422,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260423,4260423,0426-423,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260431,4260431,0426-431,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260432,4260432,0426-432,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260433,4260433,0426-433,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260511,4260511,0426-511,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260512,4260512,0426-512,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260513,4260513,0426-513,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260521,4260521,0426-521,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260522,4260522,0426-522,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260523,4260523,0426-523,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260531,4260531,0426-531,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260532,4260532,0426-532,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4260533,4260533,0426-533,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
4270111,4270111,0427-111,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270112,4270112,0427-112,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270113,4270113,0427-113,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270121,4270121,0427-121,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270122,4270122,0427-122,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270123,4270123,0427-123,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270131,4270131,0427-131,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270132,4270132,0427-132,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270133,4270133,0427-133,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270211,4270211,0427-211,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270212,4270212,0427-212,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270213,4270213,0427-213,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270221,4270221,0427-221,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270222,4270222,0427-222,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270223,4270223,0427-223,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270231,4270231,0427-231,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270232,4270232,0427-232,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270233,4270233,0427-233,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270311,4270311,0427-311,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270312,4270312,0427-312,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270313,4270313,0427-313,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270321,4270321,0427-321,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270322,4270322,0427-322,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270323,4270323,0427-323,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270331,4270331,0427-331,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270332,4270332,0427-332,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270333,4270333,0427-333,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270411,4270411,0427-411,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270412,4270412,0427-412,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270413,4270413,0427-413,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270421,4270421,0427-421,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270422,4270422,0427-422,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270423,4270423,0427-423,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270431,4270431,0427-431,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270432,4270432,0427-432,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270433,4270433,0427-433,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270511,4270511,0427-511,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270512,4270512,0427-512,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270513,4270513,0427-513,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270521,4270521,0427-521,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270522,4270522,0427-522,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270523,4270523,0427-523,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270531,4270531,0427-531,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270532,4270532,0427-532,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4270533,4270533,0427-533,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
4280111,4280111,0428-111,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280112,4280112,0428-112,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280113,4280113,0428-113,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280121,4280121,0428-121,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280122,4280122,0428-122,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280123,4280123,0428-123,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280131,4280131,0428-131,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280132,4280132,0428-132,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280133,4280133,0428-133,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280211,4280211,0428-211,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280212,4280212,0428-212,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280213,4280213,0428-213,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280221,4280221,0428-221,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280222,4280222,0428-222,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280223,4280223,0428-223,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280231,4280231,0428-231,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280232,4280232,0428-232,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280233,4280233,0428-233,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280311,4280311,0428-311,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280312,4280312,0428-312,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280313,4280313,0428-313,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280321,4280321,0428-321,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280322,4280322,0428-322,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280323,4280323,0428-323,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280331,4280331,0428-331,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280332,4280332,0428-332,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280333,4280333,0428-333,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280411,4280411,0428-411,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280412,4280412,0428-412,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280413,4280413,0428-413,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280421,4280421,0428-421,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280422,4280422,0428-422,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280423,4280423,0428-423,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280431,4280431,0428-431,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280432,4280432,0428-432,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280433,4280433,0428-433,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280511,4280511,0428-511,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280512,4280512,0428-512,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280513,4280513,0428-513,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280521,4280521,0428-521,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280522,4280522,0428-522,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280523,4280523,0428-523,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280531,4280531,0428-531,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280532,4280532,0428-532,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4280533,4280533,0428-533,Southeast,Melaleuca forest,85,187,194,1,0.231373,0.078431
4290111,4290111,0429-111,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290112,4290112,0429-112,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290113,4290113,0429-113,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290121,4290121,0429-121,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290122,4290122,0429-122,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290123,4290123,0429-123,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290131,4290131,0429-131,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290132,4290132,0429-132,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290133,4290133,0429-133,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290211,4290211,0429-211,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290212,4290212,0429-212,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290213,4290213,0429-213,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290221,4290221,0429-221,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290222,4290222,0429-222,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290223,4290223,0429-223,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290231,4290231,0429-231,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290232,4290232,0429-232,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290233,4290233,0429-233,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290311,4290311,0429-311,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290312,4290312,0429-312,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290313,4290313,0429-313,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290321,4290321,0429-321,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290322,4290322,0429-322,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290323,4290323,0429-323,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290331,4290331,0429-331,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290332,4290332,0429-332,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290333,4290333,0429-333,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290411,4290411,0429-411,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
